Gene,Degree,Eigen,Closeness,Betweenness,Strengths
PgR040_g017,6,2.49015E-06,2.111E-05,670.3197694,6
PgR040_g019,10,2.69097E-06,2.18747E-05,10378.77178,10
PgR040_g020,10,1.51987E-06,2.31503E-05,2348.435603,10
PgR040_g021,41,4.35979E-06,2.41996E-05,17042.95819,41
PgR040_g022,34,0.000147864,2.53852E-05,26523.89611,34
PgR040_g023,36,9.5551E-05,2.47586E-05,10987.1354,36
PgR040_g024,103,0.001926252,2.75512E-05,301062.8283,103
PgR040_g027,4,0.001538078,1.90767E-05,30.61781133,4
PgR040_g028,6,0.000638972,2.18093E-05,674.5877149,6
PgR040_g029,22,3.16146E-06,2.35832E-05,33257.2799,22
PgB08_g048,8,3.76642E-06,2.22316E-05,3682.060528,8
PgR040_g030,7,0.000161616,2.13074E-05,8628.574339,7
PgR040_g032,10,8.02801E-05,2.16141E-05,6280.117647,10
PgR040_g033,38,2.0031E-05,2.37513E-05,12528.35262,38
PgR040_g034,15,1.07173E-06,2.23349E-05,13052.14042,15
PgR040_g035,13,9.38896E-05,2.31369E-05,10067.72601,13
PgR040_g037,8,5.2447E-06,2.21666E-05,3117.153711,8
PgR040_g038,1,3.86508E-11,1.61776E-05,0,1
PgR040_g039,65,0.058885705,2.32569E-05,8463.964006,65
PgR040_g041,44,5.29902E-06,2.39504E-05,17928.54552,44
PgR040_g042,68,0.001407841,2.60661E-05,83605.76292,68
PgR040_g043,17,1.13133E-06,2.12875E-05,11872.81488,17
PgR003_g107,8,2.39427E-08,1.87371E-05,8196.430883,8
PgR040_g044,10,5.36695E-06,2.17297E-05,35573.48733,10
PgR040_g045,11,3.70412E-05,2.18742E-05,41722.52866,11
PgR040_g046,4,1.02668E-06,1.98456E-05,11075.26578,4
PgR040_g047,12,9.34265E-06,2.27936E-05,4426.474233,12
PgR040_g048,25,0.000477147,2.48262E-05,23561.40893,25
PgR040_g049,1,1.76642E-10,1.52064E-05,0,1
PgB09_g001,1,5.80175E-16,1.18075E-05,0,1
PgR040_g051,9,1.61219E-13,1.35626E-05,14202.80291,9
PgR040_g055,11,3.25618E-07,2.23949E-05,2179.867484,11
PgR040_g061,5,1.43241E-09,1.82156E-05,816.8903561,5
PgR040_g063,10,0.000166748,2.11086E-05,138443.7771,10
PgR040_g064,2,6.08922E-09,1.65407E-05,2292.531393,2
PgR040_g065,4,1.8321E-12,1.42179E-05,1708.426132,4
PgR040_g066,3,3.99849E-06,1.91186E-05,393.3477809,3
PgR040_g067,6,2.01738E-06,2.14023E-05,2507.025138,6
PgR040_g071,16,6.52129E-06,2.37654E-05,17986.99687,16
PgR040_g072,8,6.51173E-06,2.13525E-05,1432.753009,8
PgR040_g073,3,7.38142E-08,1.92519E-05,461.8924473,3
PgR040_g074,14,3.3018E-05,2.24105E-05,876.7951585,14
PgR040_g075,4,2.31043E-06,2.11887E-05,111.7986682,4
PgR040_g076,4,5.25906E-09,1.81775E-05,781.473161,4
PgR040_g077,7,2.17843E-07,1.94492E-05,2332.659956,7
PgR040_g078,8,6.46637E-06,2.16497E-05,2279.52621,8
PgR040_g079,65,2.07973E-05,2.54621E-05,26445.6076,65
PgR040_g080,17,1.30136E-06,2.24532E-05,10900.878,17
PgR040_g081,12,7.46927E-08,2.12202E-05,4332.067725,12
PgR040_g082,15,8.45514E-06,2.2077E-05,12080.67953,15
PgR040_g083,19,2.44628E-06,2.36273E-05,33526.03819,19
PgR040_g084,26,9.09285E-05,2.3847E-05,7373.584111,26
PgR040_g085,8,6.44241E-05,2.17742E-05,6000.069358,8
PgR040_g087,22,1.03304E-05,2.39063E-05,10396.97092,22
PgR040_g088,4,3.78175E-08,1.95111E-05,1375.311323,4
PgR040_g089,4,5.66205E-07,1.98012E-05,8260.148802,4
PgR041_g001,48,9.67515E-06,2.46196E-05,22642.3469,48
PgR041_g002,87,1.72119E-05,2.50269E-05,8701.11576,87
PgR041_g003,18,0.000383164,2.4226E-05,11740.81483,18
PgR041_g004,7,4.76329E-07,2.18384E-05,18341.8822,7
PgR041_g005,46,2.65725E-07,2.2096E-05,16742.50504,46
PgR041_g007,6,1.62124E-07,1.99438E-05,7052.094449,6
PgR041_g008,88,5.77819E-06,2.44906E-05,17468.47235,88
PgR041_g009,5,1.68429E-07,2.0447E-05,41711.08968,5
PgR041_g011,11,1.47516E-06,2.18055E-05,25857.66021,11
PgR041_g012,1,2.06184E-15,1.21694E-05,0,1
PgR041_g013,10,0.000136825,2.3653E-05,5949.430817,10
PgR041_g014,26,7.61582E-06,2.39596E-05,7629.600825,26
PgR041_g015,2,1.49807E-11,1.49683E-05,19.6220151,2
PgR041_g018,26,3.99112E-06,2.33252E-05,16601.07339,26
PgB04_g032,6,1.87432E-05,2.1008E-05,15231.59491,6
PgR041_g019,13,4.68153E-07,2.19795E-05,7582.258427,13
PgR041_g021,27,0.000106703,2.39561E-05,40047.50218,27
PgR041_g023,9,3.9478E-05,2.17865E-05,28569.68634,9
PgR041_g025,4,1.58126E-07,1.85729E-05,20864.85303,4
PgR004_g024,1,5.70614E-10,1.54316E-05,0,1
PgR041_g026,26,0.000220979,2.49495E-05,25794.23095,26
PgR041_g027,34,4.48862E-06,2.45308E-05,12360.59448,34
PgR041_g029,23,2.24719E-05,2.38618E-05,7032.178019,23
PgR041_g030,33,1.23884E-10,1.60246E-05,24459.91135,33
PgR041_g031,36,1.33883E-05,2.46938E-05,16883.18216,36
PgR041_g032,20,0.000267562,2.36446E-05,13730.47607,20
PgR041_g033,2,1.17982E-07,2.00409E-05,28.80598655,2
PgB01_g018,7,4.62834E-07,2.0156E-05,15136.14634,7
PgR041_g035,15,3.25944E-06,2.18842E-05,2320.074232,15
PgR041_g036,15,6.13298E-06,2.3238E-05,7484.594904,15
PgR041_g037,20,0.000172245,2.4024E-05,13494.09624,20
PgR041_g038,53,1.735E-05,2.55271E-05,60003.7101,53
PgR041_g041,13,3.77476E-08,1.81288E-05,337511.3753,13
PgR041_g044,11,1.83942E-05,2.33372E-05,6692.911559,11
PgR041_g045,30,3.0714E-05,2.49172E-05,26644.94457,30
PgR041_g046,3,1.54609E-08,1.89272E-05,723.8459198,3
PgR041_g048,47,0.048393299,2.3182E-05,12749.58185,47
PgR041_g050,15,5.6996E-12,1.46017E-05,80743.59122,15
PgR041_g051,112,0.084857485,2.51534E-05,34982.9546,112
PgR041_g052,16,0.00598445,2.19829E-05,6286.183847,16
PgR041_g054,2,6.08755E-10,1.62309E-05,0,2
PgR041_g056,7,4.78782E-08,1.99017E-05,13201.32004,7
PgR041_g057,13,5.05534E-05,2.36061E-05,22442.45372,13
PgR041_g061,7,6.05449E-06,1.91026E-05,4450.665307,7
PgR041_g062,3,2.57476E-12,1.48527E-05,16711.038,3
PgR041_g063,71,0.000162978,2.55454E-05,20004.69528,71
PgR041_g064,18,1.84898E-05,2.3658E-05,5022.36533,18
PgR041_g065,22,0.002547874,2.33781E-05,13168.84717,22
PgR041_g066,46,0.00151602,2.49626E-05,21633.1374,46
PgR041_g067,6,1.93401E-05,2.12404E-05,2164.42195,6
PgR041_g068,26,3.96275E-07,2.22906E-05,6717.635612,26
PgR041_g069,4,8.25753E-08,1.98827E-05,21928.0813,4
PgR041_g071,8,5.9792E-06,2.24997E-05,9245.613962,8
PgR041_g072,19,3.08491E-05,2.40529E-05,21133.7906,19
PgR041_g073,40,4.72581E-05,2.55552E-05,20460.89487,40
PgR041_g074,49,5.48593E-05,2.56739E-05,20537.89264,49
PgR041_g075,69,0.026178747,2.55532E-05,54397.33074,69
PgR041_g081,37,1.4534E-06,2.38675E-05,54696.51311,37
PgR041_g082,88,0.033019253,2.56634E-05,33388.10043,88
PgR041_g083,74,2.72467E-05,2.55944E-05,32084.62143,74
PgR041_g084,14,5.35812E-06,2.19911E-05,14224.92559,14
PgR041_g085,33,2.95476E-05,2.5079E-05,118086.9878,33
PgR041_g086,14,2.01927E-06,2.17908E-05,22250.48266,14
PgR041_g088,156,0.355770711,2.30091E-05,8011.864924,156
PgB01_g027,3,1.40171E-09,1.78282E-05,76.58889832,3
PgR041_g089,13,3.13478E-08,1.99045E-05,8411.645299,13
PgR035X_g114,5,1.91016E-06,2.09881E-05,15747.52595,5
PgR041_g090,61,1.85499E-05,2.53139E-05,39335.40612,61
PgR041_g091,69,0.000210594,2.56003E-05,31846.3772,69
PgR041_g092,10,2.21771E-10,1.47115E-05,89495.39151,10
PgR041_g093,7,5.30185E-06,1.87427E-05,7723.103296,7
PgR041_g094,31,2.99363E-05,2.42701E-05,23571.8014,31
PgR041_g095,8,1.9882E-06,2.22499E-05,2312.862504,8
PgR041_g096,2,7.30291E-10,1.75617E-05,193.633646,2
PgR041_g097,1,1.67925E-09,1.37561E-05,0,1
PgR041_g098,3,3.65479E-09,1.83678E-05,473.6120272,3
PgR041_g099,10,1.25623E-06,2.22643E-05,21257.16067,10
PgR042_g001,27,9.1183E-12,1.51637E-05,27875.9744,27
PgR042_g002,8,0.002258384,2.2244E-05,8278.644276,8
PgR042_g003,17,0.000333627,2.39315E-05,15360.23955,17
PgR042_g004,10,1.28725E-05,2.21508E-05,17793.90397,10
PgR042_g006,26,2.41978E-05,2.44511E-05,8329.381669,26
PgR042_g007,2,5.68983E-08,1.93319E-05,9.078824646,2
PgR042_g009,29,5.16253E-06,2.42607E-05,36455.1223,29
PgR042_g010,7,0.001205067,2.18551E-05,12993.33258,7
PgR042_g011,18,3.1916E-06,2.31128E-05,8203.09311,18
PgR042_g012,10,3.88814E-05,1.98535E-05,7438.492199,10
PgR042_g015,2,2.35806E-08,1.9111E-05,2102.956545,2
PgR042_g016,250,0.455871587,2.44984E-05,34828.92446,250
PgR042_g019,3,5.26824E-08,1.8939E-05,1379.856274,3
PgR042_g020,20,2.10566E-05,2.39739E-05,7198.376369,20
PgR042_g021,7,3.41454E-08,2.00505E-05,1167.461889,7
PgR042_g022,21,0.054566915,2.02692E-05,0.145525057,21
PgR042_g023,9,0.002268653,2.24396E-05,3658.121655,9
PgR042_g024,203,0.425878476,2.32374E-05,35066.51899,203
PgR042_g025,17,0.000128952,1.96932E-05,104233.9127,17
PgR042_g026,153,0.300087719,2.3376E-05,13307.5969,153
PgR042_g027,9,1.38087E-06,2.18914E-05,3838.185555,9
PgR042_g028,9,2.31548E-06,2.19467E-05,1794.132012,9
PgR042_g029,5,3.54043E-07,2.06573E-05,3833.56391,5
PgR042_g037,3,9.55505E-07,1.98527E-05,25477.01234,3
PgR042_g038,22,2.15656E-05,2.36306E-05,2648.413506,22
PgR042_g040,15,3.97216E-06,2.29479E-05,6722.599617,15
PgR042_g041,115,0.223400072,2.25129E-05,4277.674757,115
PgR042_g042,1,2.13067E-13,1.40205E-05,0,1
PgR042_g043,28,2.02137E-05,2.48713E-05,7493.726802,28
PgR042_g044,16,3.77619E-05,2.3245E-05,5562.972226,16
PgR042_g045,64,3.96748E-06,2.37835E-05,3151.745841,64
PgR042_g046,2,6.81534E-09,1.87751E-05,1339.549446,2
PgR042_g047,117,3.69252E-05,2.61684E-05,38559.98742,117
PgR042_g049,54,3.62996E-06,2.40923E-05,14366.74812,54
PgR042_g051,3,1.67711E-08,1.84587E-05,1942.795995,3
PgR042_g052,8,5.23593E-06,2.20468E-05,2271.748733,8
PgR042_g053,18,3.27691E-07,2.09354E-05,78912.91898,18
PgB05_g030,2,2.68258E-10,1.67249E-05,307.286111,2
PgR042_g054,8,3.75935E-08,1.76835E-05,71429.42379,8
PgR013_g036,3,5.11953E-10,1.74347E-05,2897.383579,3
PgR017X_g097,1,1.3566E-10,1.48126E-05,0,1
PgR042_g055,2,1.36151E-10,1.48128E-05,0,2
PgR042_g056,2,1.36151E-10,1.48128E-05,0,2
PgR042_g057,19,5.51343E-09,1.94382E-05,18596.92888,19
PgR042_g060,4,2.32415E-08,1.88836E-05,2730.062641,4
PgR042_g061,3,2.13075E-06,1.77554E-05,32876,3
PgR042_g062,15,2.07236E-05,2.32601E-05,6991.538446,15
PgR042_g063,78,7.11836E-05,2.67487E-05,84657.2094,78
PgB18_g019,8,9.13665E-05,2.05061E-05,18660.50691,8
PgR042_g064,7,4.178E-07,1.96657E-05,3354.04252,7
PgR042_g065,35,5.8333E-05,2.44493E-05,15055.57377,35
PgR042_g066,4,4.44152E-08,1.8957E-05,1373.074346,4
PgR042_g072,1,0,1,0,1
PgR042_g073,5,4.46106E-07,2.07646E-05,714.5865397,5
PgR042_g074,23,0.000770984,2.47997E-05,18431.96467,23
PgR042_g075,11,0.00776137,2.24472E-05,3157.855479,11
PgR042_g076,20,1.21574E-05,2.32504E-05,4701.736785,20
PgR042_g077,82,3.75842E-05,2.62034E-05,23173.77408,82
PgR042_g079,4,1.68853E-07,1.96379E-05,1137.840072,4
PgR042_g080,5,2.59199E-10,1.66008E-05,1142.682913,5
PgR042_g081,4,4.7205E-06,1.83281E-05,3112.267612,4
PgR042_g082,26,1.23436E-05,2.41074E-05,24627.36662,26
PgR042_g083,2,6.6229E-09,1.72813E-05,1161.401598,2
PgR042_g084,2,1.41069E-07,1.81712E-05,2745.80728,2
PgR042_g085,41,0.000803577,2.55768E-05,48209.6863,41
PgR042_g086,15,2.71333E-05,2.26296E-05,12606.07544,15
PgR042_g087,19,6.02108E-06,2.28509E-05,13130.93141,19
PgR042_g090,2,4.60559E-08,1.92816E-05,112.3861965,2
PgR042_g091,43,1.73144E-05,2.37937E-05,3190.023803,43
PgR042_g092,1,9.24653E-09,1.91703E-05,0,1
PgR042_g093,2,9.84946E-09,1.80691E-05,119.3555697,2
PgR042_g094,3,5.23592E-09,1.67766E-05,2085.644914,3
PgR042_g095,121,0.209191827,2.43161E-05,42703.59302,121
PgR042_g097,110,0.144144418,2.42219E-05,28726.81656,110
PgR042_g098,10,3.0616E-07,2.07254E-05,22721.74734,10
PgR042_g099,4,1.61798E-07,1.99688E-05,482.4203978,4
PgR042_g102,6,1.61702E-14,1.32608E-05,3260.254786,6
PgR042_g103,11,0.007101125,2.22227E-05,23812.74862,11
PgR042_g104,15,1.46263E-06,1.9982E-05,52792.5459,15
PgR042_g106,37,0.019349728,2.39469E-05,12824.57088,37
PgR042_g107,10,1.35063E-09,1.68194E-05,426.0636126,10
PgR042_g108,23,4.50489E-05,2.34714E-05,20878.99345,23
PgR042_g109,7,2.60583E-07,2.16619E-05,1474.238507,7
PgR043_g002,2,2.01619E-05,1.69981E-05,1557.597448,2
PgR043_g003,42,0.000336141,2.50614E-05,34848.34068,42
PgR043_g004,21,1.17221E-06,2.32786E-05,4037.476754,21
PgR043_g005,43,1.39528E-05,2.47219E-05,12873.18878,43
PgR043_g007,4,0.000160484,1.91703E-05,10354.70005,4
PgR043_g008,4,0.005792199,1.9537E-05,0.026315789,4
PgR043_g010,72,0.112257283,2.34489E-05,16932.39696,72
PgR043_g011,104,8.6693E-05,2.63449E-05,68691.18004,104
PgR043_g012,26,2.66363E-07,2.20085E-05,25664.70585,26
PgR009X_g047,5,2.55588E-09,1.84898E-05,111.7957002,5
PgR043_g013,16,2.93764E-05,2.28901E-05,8527.082141,16
PgR043_g014,6,3.76426E-05,2.13762E-05,1103.663572,6
PgR043_g015,51,0.000114999,2.4817E-05,21351.75732,51
PgR043_g016,327,0.753375054,2.29785E-05,2720.815508,327
PgB05_g018,2,4.455E-11,1.5038E-05,281.2485264,2
PgR043_g019,26,1.52334E-05,2.44541E-05,19894.69626,26
PgR043_g020,4,4.73721E-09,1.90563E-05,327.5496719,4
PgR043_g021,54,4.48165E-06,2.48503E-05,19655.65903,54
PgR043_g023,14,5.61742E-05,2.26137E-05,15291.64372,14
PgR043_g024,124,0.247008187,2.23309E-05,8255.29777,124
PgR043_g025,33,0.000372232,2.5047E-05,165654.3367,33
PgB30_g004,3,9.19958E-10,1.74993E-05,1667.639295,3
PgR043_g026,4,1.06893E-09,1.72482E-05,1823.419609,4
PgR012_g134,1,8.98323E-12,1.47575E-05,0,1
PgR043_g031,37,0.008721535,2.46488E-05,31213.84095,37
PgR043_g032,31,2.05244E-05,2.51206E-05,31972.77251,31
PgR043_g033,11,1.29308E-06,2.29085E-05,14491.88828,11
PgR043_g034,13,7.19644E-06,2.19E-05,15774.07044,13
PgR043_g035,26,2.10638E-06,2.3258E-05,21974.95073,26
PgR043_g036,32,4.86353E-05,2.43185E-05,39596.09734,32
PgR043_g037,8,2.09688E-05,2.22995E-05,13514.43639,8
PgR043_g038,47,3.57788E-05,2.54608E-05,29420.0585,47
PgR043_g039,9,0.009274959,2.04344E-05,140.4569758,9
PgR003_g234,4,1.29352E-13,1.33551E-05,10989.65835,4
PgR043_g043,17,1.19544E-11,1.53685E-05,28783.92212,17
PgR043_g042,6,1.17599E-11,1.50946E-05,5689.556503,6
PgR043_g044,35,4.4895E-07,2.21744E-05,7327.027995,35
PgR043_g045,308,0.757533652,2.34214E-05,6468.490037,308
PgR043_g046,6,0.000198577,2.16713E-05,11668.61193,6
PgR043_g050,3,2.66093E-09,1.86944E-05,10244.12935,3
PgR043_g052,13,2.52911E-08,2.02294E-05,22639.45186,13
PgR043_g055,70,0.000394251,2.56193E-05,71548.04909,70
PgR043_g057,12,0.001109863,2.3245E-05,5908.866549,12
PgR043_g058,7,1.2935E-05,2.07887E-05,7808.930061,7
PgR043_g060,13,7.64334E-05,2.29179E-05,5398.704805,13
PgR043_g062,13,1.98501E-06,2.26239E-05,8890.778521,13
PgR043_g063,9,5.10285E-05,2.14892E-05,18803.6411,9
PgR043_g065,52,2.66999E-05,2.50872E-05,25026.1065,52
PgR043_g066,216,0.554555755,2.27175E-05,2565.970113,216
PgR043_g067,4,1.00109E-06,1.66472E-05,3018.483197,4
PgR043_g068,5,4.91259E-06,2.14869E-05,876.0408335,5
PgR001X_g103,3,3.64589E-08,1.85123E-05,1009.528265,3
PgR043_g069,9,3.27982E-08,1.97961E-05,28014.29732,9
PgR043_g070,2,3.38709E-09,1.73916E-05,987.1264868,2
PgR043_g072,95,5.23253E-06,2.40726E-05,35544.42189,95
PgB03_g134,18,3.07184E-06,2.32591E-05,39126.39362,18
PgR043_g073,15,6.46754E-07,2.27371E-05,3270.741523,15
PgR043_g074,9,4.78732E-11,1.62203E-05,85583.32349,9
PgR043_g075,21,1.67089E-05,2.40234E-05,20955.91864,21
PgR043_g076,50,5.06862E-05,2.56667E-05,39769.50653,50
PgR043_g077,302,0.731332755,2.30187E-05,3411.482527,302
PgR043_g078,3,5.81253E-10,1.72277E-05,11337.49817,3
PgR043_g080,52,0.131060027,2.17405E-05,468.2601709,52
PgR043_g081,1,0,1,0,1
PgR043_g082,6,0.000761537,2.12346E-05,26115.6392,6
PgR043_g083,107,0.210527663,2.41453E-05,57923.75349,107
PgR043_g086,41,1.37239E-07,2.14151E-05,41220.70066,41
PgR043_g087,53,5.09371E-06,2.36782E-05,43522.40511,53
PgR043_g088,159,0.328223394,2.39131E-05,39040.83463,159
PgR043_g089,23,9.42602E-06,2.40292E-05,18847.63235,23
PgR043_g090,8,1.14569E-05,2.21122E-05,1591.040131,8
PgR043_g094,246,0.613863423,2.33929E-05,8002.617821,246
PgR002_g231,10,0.011766264,2.09354E-05,2441.520519,10
PgR043_g095,334,0.799546888,2.38254E-05,21764.51984,334
PgR008_g203,2,2.06782E-07,1.65964E-05,70117.70993,2
PgR011_g151,3,3.49244E-07,1.7974E-05,12525.13586,3
PgR043_g098,35,0.031599295,2.34208E-05,16802.15681,35
PgR044_g001,13,0.000216367,2.31599E-05,10277.54855,13
PgR044_g002,31,6.12373E-05,2.46956E-05,10247.98191,31
PgR044_g004,26,0.02239231,2.26783E-05,3600.998507,26
PgR044_g005,3,1.45148E-09,1.56277E-05,15791.05398,3
PgR044_g007,100,2.56944E-05,2.5738E-05,29111.07881,100
PgR044_g009,30,0.002733783,2.54823E-05,41895.86561,30
PgR044_g010,78,1.0939E-05,2.5015E-05,17813.06077,78
PgR044_g012,19,1.4675E-06,2.27371E-05,3862.493849,19
PgR044_g013,1,1.53185E-08,1.73677E-05,0,1
PgR044_g014,19,4.70708E-06,2.41412E-05,13951.66709,19
PgR044_g015,2,2.00046E-15,1.22861E-05,0,2
PgR044_g017,4,6.54214E-08,1.97145E-05,768.2469771,4
PgR044_g018,40,2.74774E-07,2.24558E-05,18226.82421,40
PgR044_g020,4,5.01012E-09,1.867E-05,18481.02286,4
PgR044_g021,6,1.02374E-07,1.9939E-05,6613.035258,6
PgR044_g022,27,1.61896E-05,2.33035E-05,18993.4165,27
PgR044_g024,22,4.61513E-07,2.16896E-05,56828.43608,22
PgR044_g025,1,2.06157E-15,1.21694E-05,0,1
PgR044_g027,12,8.8311E-07,2.22603E-05,2420.500237,12
PgR044_g028,32,1.87504E-05,2.48973E-05,17638.37584,32
PgR044_g029,1,1.85682E-05,1.96244E-05,0,1
PgR044_g032,3,1.04951E-08,1.71192E-05,7556.149568,3
PgR044_g033,24,4.38435E-05,2.41127E-05,20413.60274,24
PgR044_g034,2,3.65875E-11,1.49537E-05,33.93589852,2
PgR044_g035,10,6.31586E-06,2.20429E-05,5160.415885,10
PgR044_g036,11,3.02944E-06,2.23264E-05,11738.75344,11
PgR044_g037,45,7.73511E-05,2.55421E-05,48821.56872,45
PgR044_g038,1,3.3236E-14,1.34241E-05,0,1
PgR044_g039,8,1.00035E-05,2.12888E-05,3072.031349,8
PgR044_g040,109,0.201832405,2.28749E-05,9827.950349,109
PgB04_g076,13,0.015007779,2.01861E-05,79.02910299,13
PgR044_g041,28,0.000376932,2.49569E-05,18681.843,28
PgR044_g042,41,1.2261E-06,2.27972E-05,13230.33,41
PgR044_g043,130,3.10898E-05,2.4867E-05,8818.943802,130
PgB26_g023,4,5.99742E-07,2.03153E-05,318.9532995,4
PgR044_g044,8,6.70923E-06,2.12386E-05,4583.215356,8
PgR044_g045,11,4.03482E-05,2.26516E-05,14986.66688,11
PgR016_g126,4,6.38219E-05,2.00747E-05,3404.578857,4
PgR044_g046,4,4.22642E-07,1.89566E-05,11670.38398,4
PgR039_g021,1,1.52514E-09,1.56956E-05,0,1
PgR044_g047,22,8.00485E-07,2.31744E-05,2192.439294,22
PgR044_g048,14,3.31307E-08,1.97961E-05,25235.81105,14
PgR044_g049,2,2.01857E-08,1.79356E-05,159.8026589,2
PgR044_g051,123,0.278445118,2.22089E-05,1994.976275,123
PgB10_g063,1,8.20242E-06,1.5922E-05,0,1
PgR044_g052,5,0.00227302,1.92879E-05,16777.39188,5
PgR044_g053,215,0.430409948,2.30192E-05,7451.571407,215
PgR044_g055,189,0.405879361,2.4061E-05,30656.89826,189
PgR044_g057,41,0.000208928,2.50206E-05,16525.64248,41
PgR044_g058,2,0,1.09593E-05,10960,2
PgR010_g133,2,2.67713E-14,1.27838E-05,10960,2
PgR044_g061,23,5.61062E-07,2.21391E-05,20618.9271,23
PgR044_g062,33,1.21172E-05,2.43191E-05,8288.500288,33
PgB01_g159,7,4.23628E-07,2.21921E-05,1336.198228,7
PgR044_g063,7,1.86898E-09,1.76339E-05,19181.73994,7
PgR044_g064,28,2.11222E-05,2.47097E-05,15702.38335,28
PgR044_g065,6,2.69123E-07,2.14059E-05,3274.471648,6
PgR044_g066,81,8.51905E-05,2.53904E-05,41862.71145,81
PgR044_g067,24,1.84595E-05,2.4341E-05,21669.9041,24
PgB11_g041,3,7.16573E-08,1.97281E-05,444.7690681,3
PgR044_g069,2,4.63003E-07,1.96125E-05,200.112777,2
PgR044_g070,30,2.94206E-06,2.40657E-05,6057.52626,30
PgR044_g071,15,0.000352721,2.38442E-05,12374.08873,15
PgR044_g072,4,2.70051E-14,1.34466E-05,1159.366507,4
PgR044_g073,2,1.14398E-13,1.36435E-05,0,2
PgR044_g074,26,9.08483E-05,2.43825E-05,30001.00388,26
PgR044_g075,68,4.80559E-05,2.45068E-05,23467.13305,68
PgR044_g076,30,4.29986E-06,2.40842E-05,20673.19319,30
PgR044_g078,2,3.90136E-09,1.86619E-05,0,2
PgR044_g079,8,3.8179E-06,2.21298E-05,5550.722891,8
PgR044_g080,23,0.000351596,2.42854E-05,10343.07728,23
PgR044_g081,64,3.96282E-05,2.52749E-05,24438.72286,64
PgR044_g082,18,2.15452E-05,2.30378E-05,2485.387253,18
PgR044_g083,6,4.02435E-07,2.11216E-05,1283.392926,6
PgR044_g084,278,0.670685276,2.30968E-05,9015.35554,278
PgR044_g085,24,0.000185095,2.38305E-05,10995.93582,24
PgR044_g087,12,3.51063E-05,2.28196E-05,9303.123703,12
PgR044_g088,30,3.46515E-05,2.49644E-05,22234.80174,30
PgR044_g090,25,4.88221E-07,2.24856E-05,7526.766563,25
PgR044_g091,12,4.63769E-07,2.22633E-05,1688.543278,12
PgR044_g092,73,2.0414E-05,2.57825E-05,29108.84996,73
PgR044_g093,12,4.08419E-06,2.31492E-05,2043.028252,12
PgR044_g095,8,2.45745E-07,2.13461E-05,3378.133546,8
PgR044_g097,107,4.40003E-05,2.59343E-05,19653.24339,107
PgR044_g098,97,2.30281E-05,2.48639E-05,16583.96957,97
PgR044_g099,20,5.22548E-07,2.16577E-05,22656.6993,20
PgR045_g001,53,0.001215305,2.61856E-05,104015.7341,53
PgR036_g116,14,9.12415E-05,2.33149E-05,7340.472944,14
PgR045_g002,36,5.59949E-07,2.2649E-05,33088.40738,36
PgR007_g184,5,2.43997E-07,2.01183E-05,3566.038889,5
PgR045_g003,17,2.08367E-07,2.08264E-05,43754.83445,17
PgR045_g005,15,1.39623E-05,2.2998E-05,3361.818493,15
PgR045_g006,6,1.09293E-08,1.78635E-05,12319.39001,6
PgR045_g007,24,0.000447508,2.42383E-05,15666.36946,24
PgR045_g008,105,1.59698E-05,2.46275E-05,19082.63207,105
PgR045_g010,2,3.52859E-09,1.77305E-05,3714.927828,2
PgR045_g012,8,0.010508178,1.99132E-05,8.919665359,8
PgR045_g014,1,8.80937E-16,1.24538E-05,0,1
PgR045_g015,2,6.89592E-14,1.33413E-05,153.096034,2
PgR045_g016,21,6.70958E-13,1.41914E-05,14085.65357,21
PgR045_g017,43,6.73569E-06,2.4678E-05,17384.42054,43
PgR045_g019,1,5.76357E-07,1.86425E-05,0,1
PgR045_g021,28,0.000632814,2.45936E-05,27069.15604,28
PgR045_g022,33,7.50549E-08,2.00008E-05,34977.70549,33
PgR045_g024,15,0.031119438,2.05829E-05,16.11054101,15
PgR045_g025,188,0.363913041,2.35195E-05,7162.246746,188
PgR045_g027,10,0.000236382,2.16981E-05,11608.50031,10
PgR045_g028,3,1.0636E-07,1.96002E-05,11119.06571,3
PgR045_g029,28,0.010528409,2.43007E-05,20391.88228,28
PgR045_g030,39,0.001624366,2.56825E-05,36785.1068,39
PgR045_g031,11,9.75475E-10,1.76847E-05,12478.73232,11
PgR045_g032,15,1.22736E-05,2.36502E-05,7236.082228,15
PgR045_g033,126,0.000119281,2.62791E-05,87058.57354,126
PgR045_g034,20,7.14632E-05,2.33476E-05,11623.88105,20
PgR045_g035,11,0.003112427,2.35866E-05,13969.43486,11
PgR045_g040,17,4.52685E-06,2.23604E-05,22309.59915,17
PgR045_g042,31,3.23803E-07,2.21872E-05,82254.51172,31
PgR045_g043,48,9.63111E-10,1.73277E-05,44984.92707,48
PgR045_g044,58,6.86469E-05,2.58291E-05,47133.70965,58
PgR045_g045,29,4.95518E-06,2.4206E-05,18306.84112,29
PgB01_g118,1,4.46795E-11,1.58634E-05,0,1
PgR045_g046,5,1.23814E-08,1.9202E-05,13327.97564,5
PgR011_g119,5,2.81578E-07,2.07327E-05,46259.89448,5
PgR045_g047,4,6.95942E-10,1.76358E-05,2526.130219,4
PgR045_g048,5,8.26858E-07,2.05977E-05,1202.486341,5
PgR045_g049,10,4.25332E-09,1.81009E-05,12076.65809,10
PgR045_g051,1,0,1,0,1
PgR045_g052,24,0.002088378,2.49963E-05,226216.2225,24
